|departure_city|col_index|language|flight_date|airline|customer_review_original_language
36|Hanoi|36|english|2022-07-25 01:09:42.953034977|AlphaAirlines|Hanoi to Milano via Istanbul. As we 4 arrived this morning from Hanoi at 6 am (TK168) we learned that our connecting flight to Milan TK1873 had been cancelled. No assistance was given to passengers, everybody had to wander around the immense airport, address the numerous TK people behind desks each of whom seemed to take care of anything but customer service and only care to dispatch people somewhere else. Finally we got to the right desk and were given the TK flight leaving at 16.15, 10 hours waiting time. We were assured this was the first possibility open. To our surprise we discovered that there is a previous flight leaving at 12.45 with seats available. Hundreds of people crowded at the desk with only 2 employees working so we gave up trying to anticipate our flight, and no contact was possible on the phone.
37|Manila|37|arabic|2022-07-25 01:09:42.953034977|EmiratesFly|من مانيلا إلى فيينا عبر اسطنبول. المقاعد مريحة. اختيار الوسائط على متن الطائرة رائع ومحدث. الطعام جيد. تعد شبكة Wifi المدفوعة أثناء الرحلة (MNL-IST) ممتازة للرحلات الطويلة. لا توجد شبكة Wifi لـ IST-VIE. طاقم الطائرة ليس ودودًا ولكن ليس سيئًا أيضًا. يمكن أن يتأخر الصعود إلى الطائرة. تتأخر إعلانات البوابة (تتغير أحيانًا في اللحظة الأخيرة) - كن حذرًا! قد تفوت رحلتك خاصة إذا كنت تواجه صعوبة في العثور على بوابات.
38|Boarding|38|english|2022-07-25 01:09:42.953034977|AlphaAirlines|Boarding totally chaotic and far too long. Nice meal, creepy safety video which distracted the people more than giving them advice. Crew notifications (strong turkish accent, sound quality) hardly understandable, even for native speakers. Economy legroom and seat width did not at all suit the flight duration on the first flight from Phuket to Istanbul (11 hours), more equal to short-distance low costers. (disclaimer: I had a seat at an emergency exit, luckily). WiFi did not work for me and others at all, for some more expensive devices it did, but very slowly (asked my neighbours and staff for help, but no way to get it working). Very expensive seat pre-selection (160+30â‚¬ for a 400â‚¬ flight), so I did not take it and was lucky at the airport check-in.
39|Istanbul|39|turc|2022-07-25 01:09:42.953034977|TurkishFly|İstanbul'dan Amsterdam'a. A330-300'den biraz yıpranmış ve eski olmasına rağmen A330-200'ün ekonomik kabini 333'e göre daha konforlu. Bu uçuş, kısa mesafeli bir uçuş için iyi bir koltuk aralığına sahipti. Yer hizmeti sorunsuzdu ve kabin ekibi Türkçe'de gördüğüm en iyilerden biriydi. İkinci yemek seçeneği bittiğinden, bize daha fazla ücretsiz içecek teklif edildi. Bu uçuştaki tek aksilik, sınırlı bir seçime sahip eski, modası geçmiş arayüzlü bir IFE idi. Birkaç yıllık küçük hayal kırıklıklarının ardından, Türk Hava Yolları'nı bir kez daha en çok tercih ettiğim hava yolları arasına eklemenin mutluluğunu yaşıyorum.
40|Ankara|40|turc|2022-07-25 01:09:42.953034977|TurkishFly|Ankara'dan İstanbul'a. 737-800'ün bu versiyonunda IFE olmamasına rağmen, bir saatten kısa süren bir uçuştur. Koltuk aralığı ve konforu muhtemelen bir 737-800'de gördüğüm en iyisiydi. Kısa mesafeli lezzetli bir panini ve içecekler puanları hak ediyor.
41|Istanbul|41|turc|2022-07-25 01:09:42.953034977|TurkishFly|İstanbul'dan Ankara'ya. Harika kısa mesafeli uçuş. Sıcak, lezzetli bir paniniye çeşitli içecekler eşlik etti. Türkçe'nin IFE seçkisi eksiksiz hazırdı. Genel olarak çok keyifli bir uçuş.
42|Dublin|42|english|2022-07-25 01:09:42.953034977|AlphaAirlines|Dublin to Manila via Istanbul. This flight was both a disaster and a nightmare. This incident happened during Istanbul-Manila leg of my flight. Im not sure what happened, but I your ground crew was disorderly and very unwelcoming. The boarding was horrible, flying business is not worth it especially I am queueing with the rest of the passengers. The on board experience was the tipping point. Since last year, I never had problem with my Vegan meal onboard as I make sure to preselect them online. But this flight was a disaster. Not only I made only preselection, I wrote to the menu that I am vegan, and the chef was aware i dont eat cheese as he asked me before flight. When I was served with appetizers, I was curious as they gave me a butter on a small dish. At first, I though it could be vegan as I was given butter previously, but that was on a pack, not this time. I called the head steward and explain my conundrum. The chef came and explained and apologized. They insisted i ordered vegetarian as shown on their records, but I showed my confirmation email that I did preselect Vegan meal. Somewhere something went wrong. I settled for orange juice, and went to sleep. Before landing, the chef gave me a minimal but unbusiness like food. I still appreciate his effort to come up with vegan food.
43|Nairobi|43|english|2022-07-25 01:09:42.953034977|AlphaAirlines|Nairobi to Amsterdam via Istanbul. Terrible service and bad customer care. I went through hell in a recent trip with Turkish. I was traveling for a conference and unfortunately missed a connection flight after last minute gate change. I was sent around their customer desks without any help. I was finally told I needed to pay extra to change my ticket, an amount that was far more than the original cost of the return ticket. They said the best they could do was to help me call my family. I was left stranded at Istanbul Airport. I had to request a friend to pay for a ticket from a different airline to get to my conference destination. After the conference I went back to the airport hoping to utilize my return ticket with Turkish Airlines, only to be told that it is no invalid and I have to book a flight afresh. I struggled to raise money and finally was able to buy a ticket with different flight and go home.
44|Helsinki|44|english|2022-07-25 01:09:42.953034977|AlphaAirlines|Helsinki to Beirut via Istanbul. Never again will I travel by Turkish Airlines! I had a flight connection from Helsinki to Beirut, and both trips were late by 1 hour. I don't understand the delay! Also when on board the stewardess were very slow in serving the food and the drinks.
45|Dalaman|45|english|2022-07-25 01:09:42.953034977|AlphaAirlines|Dalaman to Brussels. Turkish Airlines customer service is outrageous, they do not care about their customers. They called me in the evening to tell me that my morning flight was cancelled and to call a number and rearrange a flight. When I called them 2 different employees ensured me the flight was planned. After arguing for an hour, I gave up. An hour later I received a message saying my flight was cancelled. Spend a total of 3 hours on the phone as they could not get me to my meeting in time. I had to recall them at night to confirm my flight. Had no sleep whatsoever! As I had no guarantee my flight was confirmed. Had to travel 400 km to a different airport. And now I'm told that it's not their staff's fault. Well it is Turkish Airlines fault. You Cancel a flight and do not inform your own staff. Instead of an apology I receive a â€˜standard' mail saying they are not to blame. Shame on you!
46|Dubai|46|arabic|2022-07-25 01:09:42.953034977|EmiratesFly|من دبي إلى لشبونة عبر اسطنبول. في أبريل ، حجزت رحلة من دبي إلى لشبونة مقابل 530.90 دولارًا مع الخطوط الجوية التركية. عندما تلقيت بريدًا إلكترونيًا لتسجيل الوصول ، لم أتمكن من القيام بذلك. قررت الاتصال بهم للاستفسار عن السبب. أخبروني أنهم ألغوا الحجز الخاص بي وتم تمييز بطاقتي الائتمانية على أنها احتيال. قيل لي أن أقدم دليلاً على أن بطاقة الائتمان تخصني وكذلك فعلت. بادئ ذي بدء ، لماذا لم يتم إخطاري بإلغاء حجزي؟ حتى أنني تلقيت إشعارًا بالبريد الإلكتروني لتذكيرني بتسجيل الوصول - بعد يوم طويل من المراسلات ، أرسلوا لي بريدًا إلكترونيًا قائلين إنه يمكنني الحصول على الرحلة بنفس السعر الذي دفعته في الأصل. اتصلت لحجز رحلتي وقالوا إنها لن تمر مرة أخرى لذا اضطررت إلى استخدام بطاقة ائتمان مختلفة. أكد ممثل الخطوط الجوية التركية بعد ذلك أن دفعتي قد تم تسجيلها عبر الإنترنت. عظيم! أخيرًا لدي حجز لأنه كان أقل من 7 ساعات حتى المغادرة. عندما ذهبت لتسليم حقيبتي في مطار دبي ، قال ممثل الخطوط الجوية التركية إنه لا يوجد حجز لي. لقد أظهرت له تأكيدي وأظهرت له بيان بطاقة الائتمان الخاصة بي عبر الإنترنت الذي أظهر أنني أتحمل رسومًا من الخطوط الجوية التركية. أخبرني مرارًا وتكرارًا أنه لم يعد لدي حجز وأحتاج إلى شراء تذكرة جديدة من وكالة سفر في المطار. أخبرني أيضًا أنه سيتم استرداد أموالي بالكامل عند تقديم مطالبة مع الخطوط الجوية التركية. مرة أخرى ، لماذا لم يتم إخطاري بإلغاء الحجز الخاص بي؟ لماذا ألغوا حجزي بعد أن قاموا بالفعل بشحن بطاقتي الائتمانية؟ لقد مرت ساعة واحدة على المغادرة ، لذلك فعلت بالضبط ما قال لي ممثل الخطوط الجوية التركية أن أفعله. اشتريت رحلة في اتجاه واحد مقابل 1306.98 دولار !! منذ رحلتي في أبريل ، خضت معركة متواصلة في محاولة استرداد أموالي. في 19 ديسمبر 2018 ، اتصلت بي الخطوط الجوية التركية للاعتذار عن كل ما حدث. اعترفت بخطأ الخطوط الجوية التركية وأنهم لم يتبعوا بروتوكولهم مما أدى إلى إلغاء حجزي. طلبت مني إرسال نسخة من جواز سفري وكشوف بطاقتي الائتمانية وأنني سأسترد أموالي بالكامل في غضون أسبوع واحد. منذ تلك المكالمة الهاتفية ، تجاهلتني الخطوط الجوية التركية تمامًا. لقد حاولت الاتصال بهم في 4 يناير ، 6 يناير ، 9 يناير ، 15 يناير ، 16 يناير ، 20 يناير ، 22 يناير ، 25 يناير ، 29 يناير ، 1 فبراير ، 4 فبراير ، 14 فبراير ، و 20 فبراير. لقد حاولت الاتصال بهم ، فإما أنهم لا يستجيبون لي أو يخبرني مركز الاتصال أنهم سيحددون حالتي على أنها عاجلة وسيقوم شخص ما بالرد علي في غضون 48 ساعة. لم أتلق ردًا منهم مرة واحدة منذ أن قيل لي إنني سأسترد أموالي بالكامل في ديسمبر. لماذا يستجيب بروتوكولهم في غضون 7 أيام أو 48 ساعة ، ولكن مر شهرين الآن ولم أتلق أي أخبار منهم حتى الآن؟ لماذا لم يتبعوا البروتوكول المناسب في البداية عندما حجزت رحلتي؟ لماذا لم يخطروني أبدًا بأنهم قد ألغوا حجزي؟ لماذا أكد موظفهم أنه تم سداد مدفوعاتي وقام بتسجيل وصولي؟ لماذا ألغوا حجزي عندما فرضوا عليّ بالفعل رسومًا؟ لماذا أخبرني موظفوهم أنهم سيقومون برد أموالي بالكامل ، لكنهم ليسوا كذلك الآن؟ لماذا يتجاهلونني تمامًا؟ أشعر أنه يجب على الجميع أن يدرك مدى فظاعة الخطوط الجوية التركية. آمل ألا يضطر أي شخص آخر إلى المرور بما مررت به. لقد أثر بشكل خطير على صحتي في التعامل معهم. من الواضح أن لديهم خدمة رهيبة ولن يقوموا برد الأموال (قراءة المراجعات الأخرى). من فضلك - وفر أموالك ووقتك وصحتك وحجز شركة طيران مختلفة.
